NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062066315,2024,11,M,1,1,1,1,8,,0,4311205,Júlio de Castilhos,43,RS,A,B,C,B,3,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066316,2024,5,M,1,3,1,2,0,1.0,0,4314407,Pelotas,43,RS,H,C,C,F,3,A,B,A,B,C,A,A,B,A,A,B,A,B,A,A,A,C,A
210062066317,2024,3,M,1,2,1,2,0,1.0,0,4318705,São Leopoldo,43,RS,C,C,C,C,6,B,B,A,C,D,B,B,C,A,B,B,B,D,A,B,B,E,A
210062066318,2024,3,M,1,1,1,2,0,1.0,0,4316808,Santa Cruz do Sul,43,RS,C,C,B,B,1,B,D,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066319,2024,12,F,1,3,1,1,16,,0,4314902,Porto Alegre,43,RS,C,E,D,B,3,B,D,A,B,C,A,A,B,A,B,B,B,B,A,B,B,C,A
210062066320,2024,11,F,1,3,1,1,9,,0,4305108,Caxias do Sul,43,RS,A,B,C,A,4,A,C,A,B,C,A,A,B,A,B,A,A,B,B,B,A,C,A
210062066321,2024,11,F,1,1,1,1,7,,0,4314902,Porto Alegre,43,RS,D,E,B,D,2,B,B,A,B,B,A,A,B,A,A,B,A,B,B,B,C,C,A
210062066322,2024,6,F,1,3,1,1,3,,0,4309209,Gravataí,43,RS,E,G,C,D,2,A,H,B,B,C,B,A,B,A,B,B,B,B,A,B,B,C,D
210062066323,2024,3,F,1,1,1,3,0,,1,4320008,Sapucaia do Sul,43,RS,H,E,F,B,3,A,C,A,B,C,B,A,B,A,A,B,A,B,A,B,A,D,A
210062066324,2024,4,F,1,1,1,1,1,,0,4321451,Teutônia,43,RS,D,D,A,A,6,B,F,A,C,D,C,A,C,B,B,B,B,D,B,B,B,D,A
210062066325,2024,11,M,1,1,1,1,9,,0,4314902,Porto Alegre,43,RS,B,D,B,A,1,B,F,A,B,C,A,A,B,A,B,B,A,B,B,B,A,B,A
210062066326,2024,14,F,2,1,1,1,18,,0,4314407,Pelotas,43,RS,C,A,C,B,4,A,E,A,C,D,A,A,B,A,B,B,B,B,B,B,B,E,A
210062066327,2024,16,F,1,1,1,1,18,,0,4303103,Cachoeirinha,43,RS,C,B,B,B,1,A,A,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A
210062066328,2024,15,M,2,1,1,1,18,,0,4314902,Porto Alegre,43,RS,E,E,B,B,5,B,F,A,B,D,A,A,B,A,B,A,B,C,A,B,B,E,E
210062066329,2024,2,M,1,1,1,3,0,,1,4314407,Pelotas,43,RS,D,E,C,B,4,A,C,A,C,D,B,A,B,A,B,B,A,B,A,B,B,E,A
210062066330,2024,1,F,1,1,1,3,0,,1,4310207,Ijuí,43,RS,C,E,A,D,4,A,F,A,C,D,C,B,B,B,B,B,A,C,A,B,B,D,A
210062066331,2024,12,M,1,3,1,1,2,,0,4314902,Porto Alegre,43,RS,B,B,C,F,2,B,C,A,B,B,B,A,A,A,B,B,A,B,A,B,B,B,B
210062066332,2024,15,F,0,1,1,1,0,,0,4315602,Rio Grande,43,RS,A,B,F,B,4,B,D,A,C,C,B,B,B,B,B,A,B,C,B,B,B,E,A
210062066333,2024,8,M,1,1,1,1,5,,0,4316907,Santa Maria,43,RS,F,F,E,C,2,A,D,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,A
210062066334,2024,8,F,2,2,1,1,1,,0,4314902,Porto Alegre,43,RS,C,E,C,B,4,B,C,A,B,D,B,A,B,B,B,B,A,D,A,B,A,D,A
210062066335,2024,1,M,1,1,1,3,0,,1,4311304,Lagoa Vermelha,43,RS,C,C,A,A,3,A,B,A,B,D,B,A,B,B,A,A,A,A,A,B,A,B,A
210062066336,2024,10,M,0,1,1,1,0,,0,4314902,Porto Alegre,43,RS,F,B,B,A,2,B,C,A,B,B,A,A,B,A,A,A,A,B,A,B,B,C,A
210062066337,2024,14,F,1,3,1,4,0,,0,4300406,Alegrete,43,RS,A,B,C,B,5,B,C,A,B,D,A,A,B,A,A,A,A,B,A,B,A,D,F
210062066338,2024,16,F,0,1,1,1,18,,0,4307708,Esteio,43,RS,D,D,E,F,4,A,D,A,D,D,D,A,B,B,B,B,B,D,B,B,C,D,D
210062066339,2024,11,F,1,3,1,1,10,,0,4316402,Rosário do Sul,43,RS,H,D,B,B,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A
210062066340,2024,5,M,1,1,1,1,2,,0,4314902,Porto Alegre,43,RS,E,E,B,B,2,A,F,A,B,C,A,A,B,A,B,B,B,C,A,B,B,C,E
210062066341,2024,8,F,1,1,1,1,2,,0,4314902,Porto Alegre,43,RS,B,D,B,E,1,B,C,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066342,2024,1,F,1,1,2,3,0,,1,2112803,Viana,21,MA,C,D,F,F,5,A,D,A,B,D,A,A,B,A,B,A,A,B,A,B,A,B,A
210062066343,2024,1,M,1,1,1,3,0,,1,3550308,São Paulo,35,SP,D,D,C,B,3,A,I,A,D,D,C,A,B,A,B,B,B,C,B,B,C,D,D
210062066344,2024,12,M,1,3,1,1,0,,0,5005707,Naviraí,50,MS,E,E,D,D,1,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
210062066345,2024,3,M,1,1,1,2,0,1.0,0,4316808,Santa Cruz do Sul,43,RS,B,B,A,A,5,A,C,A,C,D,B,B,B,B,B,A,B,B,A,B,B,C,A
210062066346,2024,8,M,1,1,1,1,6,,0,3550308,São Paulo,35,SP,F,E,D,F,4,B,F,A,C,D,B,A,B,A,B,A,B,D,A,B,B,E,E
210062066347,2024,4,F,1,2,1,1,1,,0,2605202,Escada,26,PE,E,C,A,B,6,A,B,A,B,D,A,A,B,A,A,A,A,B,B,B,A,D,A
210062066348,2024,6,F,1,3,1,1,2,,0,4310207,Ijuí,43,RS,B,E,C,B,4,B,C,A,C,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210062066349,2024,1,F,1,1,1,3,0,,1,4316402,Rosário do Sul,43,RS,G,G,A,D,2,A,B,A,B,C,A,A,B,A,B,B,B,B,A,B,B,C,A
210062066350,2024,2,F,1,3,1,2,0,,0,3550308,São Paulo,35,SP,D,C,B,B,5,B,B,A,B,C,A,A,B,B,B,A,A,B,B,B,A,E,A
210062066351,2024,2,F,1,3,1,3,0,,1,3536703,Pederneiras,35,SP,C,E,C,F,4,B,G,A,B,C,B,B,B,A,B,B,B,C,A,B,A,E,A
210062066352,2024,12,F,1,2,1,1,8,,0,3301900,Itaboraí,33,RJ,C,C,B,B,4,B,B,A,B,C,A,A,B,A,B,B,A,C,A,B,A,B,A
210062066353,2024,9,F,1,3,1,1,0,,0,4106902,Curitiba,41,PR,D,C,B,B,1,B,C,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062066360,2024,3,F,1,1,1,1,1,,0,4314902,Porto Alegre,43,RS,F,G,A,E,1,A,M,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,D
210062066361,2024,13,F,1,1,1,1,18,,0,4308607,Garibaldi,43,RS,C,B,C,B,3,B,E,A,B,C,B,A,B,A,B,B,B,B,A,B,A,B,A
210062066362,2024,13,F,2,1,1,1,0,,0,4320008,Sapucaia do Sul,43,RS,B,B,C,C,3,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062066363,2024,2,M,1,1,1,2,0,1.0,0,4316907,Santa Maria,43,RS,F,G,F,E,3,A,K,A,C,C,B,A,B,A,B,B,B,D,B,B,B,D,D
210062066364,2024,10,F,1,1,1,1,8,,0,4314902,Porto Alegre,43,RS,B,D,B,B,2,B,F,A,B,B,A,A,B,A,B,B,A,A,A,B,B,C,A
210062066377,2024,5,F,1,3,1,1,2,,0,4320008,Sapucaia do Sul,43,RS,E,E,C,C,3,B,B,A,B,C,A,A,B,A,B,B,B,B,B,B,D,D,A
210062066378,2024,11,M,1,2,1,1,7,,0,4314902,Porto Alegre,43,RS,E,E,C,B,1,B,B,A,B,B,A,A,B,A,A,B,A,C,A,B,B,B,A
210062066379,2024,12,F,2,3,1,1,17,,0,4318705,São Leopoldo,43,RS,H,B,B,B,3,B,D,A,B,C,B,A,B,A,B,B,B,A,A,A,A,C,A
210062066380,2024,11,F,0,3,1,1,8,,0,4314902,Porto Alegre,43,RS,C,C,B,B,1,B,B,A,B,B,A,B,B,A,A,B,A,A,A,B,B,B,A
210062066381,2024,16,F,2,1,1,1,18,,0,4314902,Porto Alegre,43,RS,D,B,C,F,2,B,K,A,B,C,B,A,B,B,B,B,B,C,A,B,C,C,D
210062066420,2024,15,F,3,1,1,1,0,,0,4314902,Porto Alegre,43,RS,D,D,C,B,2,B,E,A,B,D,A,A,B,A,B,A,B,B,A,B,A,C,A
210062066443,2024,8,M,0,3,1,2,0,1.0,0,4321501,Torres,43,RS,D,C,C,B,3,B,B,A,B,C,A,A,B,A,B,B,A,A,A,B,B,C,A
210062066458,2024,12,M,2,1,1,1,0,,0,4317103,Sant'Ana do Livramento,43,RS,C,E,F,F,3,A,F,A,B,D,B,A,B,B,B,A,A,C,A,B,A,D,F
210062066459,2024,14,M,3,1,1,1,18,,0,4106902,Curitiba,41,PR,E,F,E,D,2,A,D,A,C,D,A,A,B,A,B,B,A,B,A,B,B,B,C
210062066460,2024,12,M,1,2,1,1,13,,0,4218707,Tubarão,42,SC,C,G,C,E,2,B,E,A,B,B,A,A,B,A,B,B,B,C,A,B,B,B,E
210062066461,2024,4,F,1,3,2,1,0,,0,3171204,Vespasiano,31,MG,C,H,F,B,3,B,B,A,B,D,B,A,B,B,A,B,A,D,B,B,A,D,A
210062066462,2024,5,M,1,2,1,3,0,,1,4314902,Porto Alegre,43,RS,E,D,C,B,4,A,C,A,B,C,A,A,B,A,B,B,A,A,A,B,B,D,A
210062066463,2024,7,M,1,1,1,1,5,,0,3503802,Artur Nogueira,35,SP,B,C,C,B,5,B,E,A,B,C,B,B,B,A,B,A,A,B,A,B,B,E,A
210062066464,2024,8,F,1,3,1,1,5,,0,2918407,Juazeiro,29,BA,E,D,D,B,5,A,B,A,B,C,B,A,B,A,A,A,A,B,A,A,A,B,A
210062066465,2024,5,M,1,1,1,1,2,,0,3526803,Lençóis Paulista,35,SP,F,B,F,F,4,A,G,A,C,D,C,A,B,A,B,B,B,B,B,B,C,E,A
210062066466,2024,15,M,3,2,1,1,16,,0,4314902,Porto Alegre,43,RS,A,A,A,A,7,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062066467,2024,2,F,1,2,1,3,0,,1,1721000,Palmas,17,TO,E,F,B,B,4,B,F,A,B,C,B,B,B,A,B,A,A,B,B,B,B,C,A
210062066468,2024,3,F,1,2,1,2,0,1.0,0,5300108,Brasília,53,DF,H,E,B,B,4,A,B,A,B,C,A,A,B,A,B,A,A,B,B,B,A,D,A
210062066469,2024,15,F,2,2,1,1,0,,0,3305109,São João de Meriti,33,RJ,B,C,B,B,5,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,A
210062066470,2024,3,F,1,3,1,3,0,,1,4301602,Bagé,43,RS,E,D,F,F,7,A,B,A,B,C,B,A,B,A,A,A,B,B,B,B,B,E,A
210062066471,2024,6,M,1,1,1,1,3,,0,2408102,Natal,24,RN,E,F,F,B,3,B,D,A,B,C,A,B,C,A,B,B,B,B,A,B,C,D,B
210062066472,2024,2,F,1,1,1,2,0,1.0,0,4115200,Maringá,41,PR,E,E,F,B,6,A,D,A,D,D,B,A,B,A,B,B,A,C,A,B,A,D,D
210062066473,2024,3,F,1,1,1,2,0,1.0,0,2408102,Natal,24,RN,D,D,B,B,6,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066474,2024,14,M,2,3,1,1,18,,0,4306767,Eldorado do Sul,43,RS,C,F,A,D,3,B,H,A,B,C,B,A,B,A,B,B,A,B,A,A,A,C,A
210062066475,2024,5,F,1,3,1,1,0,,0,5000708,Anastácio,50,MS,H,D,F,B,4,A,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A
210062066476,2024,13,F,2,3,1,1,18,,0,2111300,São Luís,21,MA,B,B,C,A,3,A,I,A,B,C,B,A,B,A,B,A,A,B,A,B,B,B,A
210062066477,2024,10,M,1,2,1,1,8,,0,2111300,São Luís,21,MA,C,F,F,D,2,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066478,2024,2,M,1,3,1,2,0,1.0,0,1600303,Macapá,16,AP,D,E,B,F,8,A,B,A,B,D,A,A,B,A,B,A,A,B,A,B,A,D,A
210062066479,2024,10,F,1,1,1,1,0,,0,4304663,Capão do Leão,43,RS,B,A,C,B,2,B,B,A,B,C,A,A,B,A,B,B,A,B,A,A,A,B,A
210062066480,2024,10,F,1,3,1,1,8,,0,3549805,São José do Rio Preto,35,SP,F,E,F,B,2,B,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,A
210062066481,2024,2,M,1,3,1,3,0,,1,1100189,Pimenta Bueno,11,RO,C,E,C,B,4,A,E,A,C,D,A,D,B,A,B,A,A,D,A,A,B,E,A
210062066482,2024,3,M,1,3,1,2,0,1.0,0,3105608,Barbacena,31,MG,H,H,B,B,4,A,C,A,B,D,B,B,B,A,A,B,A,B,A,B,A,E,A
210062066483,2024,9,F,1,3,1,1,0,,0,5300108,Brasília,53,DF,G,G,E,E,4,A,H,B,D,D,C,A,C,B,B,B,A,B,B,B,B,D,A
210062066484,2024,2,M,1,1,1,3,0,,1,3549904,São José dos Campos,35,SP,E,D,D,B,2,A,B,A,B,C,B,A,B,A,B,A,A,B,A,B,B,C,C
210062066485,2024,7,F,1,2,1,1,3,,0,3204609,Santa Teresa,32,ES,F,G,A,D,3,A,G,A,C,D,B,C,B,B,B,B,A,B,A,B,C,D,A
210062066486,2024,14,M,3,4,1,1,0,,0,5208707,Goiânia,52,GO,H,F,C,D,1,B,C,A,B,B,A,A,B,A,B,B,A,B,A,A,A,B,A
210062066487,2024,2,M,1,1,1,3,0,,1,3550308,São Paulo,35,SP,G,G,E,E,5,A,K,A,B,C,B,A,B,B,B,A,A,B,A,B,B,E,D
210062066488,2024,2,M,1,1,1,3,0,,1,5300108,Brasília,53,DF,G,G,E,E,5,A,O,A,D,D,B,A,B,B,B,B,B,B,A,B,D,E,D
210062066489,2024,3,M,1,1,1,3,0,,1,4314407,Pelotas,43,RS,E,F,D,D,3,A,D,A,D,D,B,A,B,A,B,B,B,D,B,B,B,D,A
210062066490,2024,11,M,2,3,1,1,8,,0,3201308,Cariacica,32,ES,E,E,B,B,2,A,D,A,B,B,B,A,B,A,B,B,B,B,A,B,B,C,A
210062066491,2024,6,F,1,2,1,1,4,,0,3518800,Guarulhos,35,SP,F,F,D,D,4,B,H,A,B,C,B,A,B,A,B,B,B,D,B,B,B,E,A
210062066492,2024,12,M,1,3,1,1,3,,0,4314902,Porto Alegre,43,RS,E,B,A,A,2,B,E,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B
210062066493,2024,17,F,3,1,1,1,18,,0,5002704,Campo Grande,50,MS,B,B,F,F,3,B,M,A,C,C,B,A,B,A,B,B,A,B,B,B,B,B,A
210062066494,2024,15,M,0,3,1,1,16,,0,5002704,Campo Grande,50,MS,B,A,A,A,4,B,D,A,B,C,B,B,B,A,B,A,A,B,B,B,A,E,F
210062066495,2024,3,M,1,2,1,1,1,,0,5300108,Brasília,53,DF,D,A,E,F,4,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062066496,2024,10,F,1,1,1,1,7,,0,3505708,Barueri,35,SP,E,B,B,B,4,B,I,A,C,C,B,A,B,A,B,B,B,C,B,B,B,E,A
210062066497,2024,9,M,1,1,1,1,4,,0,3205309,Vitória,32,ES,F,G,E,E,2,B,E,B,C,C,B,A,B,A,B,B,A,B,B,B,B,C,B
210062066498,2024,2,F,1,3,1,2,0,1.0,0,1506807,Santarém,15,PA,B,E,F,F,7,A,A,A,B,C,A,B,C,A,B,A,A,C,A,B,A,D,A
210062066499,2024,13,F,1,1,1,1,18,,0,4313409,Novo Hamburgo,43,RS,D,E,B,B,2,B,F,A,B,C,B,B,B,A,A,B,A,B,A,B,B,B,A
210062066500,2024,5,F,1,3,1,2,0,,0,2928000,Santaluz,29,BA,H,H,B,B,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A
210062066501,2024,3,M,1,1,1,2,0,,0,3126109,Formiga,31,MG,E,D,F,F,6,B,D,A,C,D,C,B,B,A,B,B,A,B,B,B,C,B,A
210062066502,2024,4,M,1,2,1,1,2,,0,3518800,Guarulhos,35,SP,D,E,C,B,3,B,F,A,C,C,A,A,B,A,B,B,A,C,B,B,B,D,A
210062066503,2024,1,F,1,1,1,3,0,,1,5300108,Brasília,53,DF,D,C,D,D,4,A,B,A,B,B,B,A,B,A,B,B,A,B,A,A,A,B,A
210062066504,2024,4,M,1,1,1,1,2,,0,4307005,Erechim,43,RS,B,B,C,B,4,A,E,A,C,D,C,B,B,B,B,B,B,B,A,B,B,E,A
210062066505,2024,2,F,1,1,1,2,0,1.0,0,3513009,Cotia,35,SP,H,E,F,B,4,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,E,A
210062066506,2024,2,F,1,1,1,3,0,,1,3304144,Queimados,33,RJ,E,E,F,B,3,B,B,A,B,C,A,A,B,A,B,B,A,B,B,B,A,C,C
210062066507,2024,14,M,2,3,1,1,0,,0,4108304,Foz do Iguaçu,41,PR,C,D,A,B,2,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A
210062066508,2024,11,M,1,1,1,1,8,,0,4313409,Novo Hamburgo,43,RS,E,F,C,C,3,B,C,A,C,C,B,A,C,A,B,B,B,C,A,B,C,D,B
210062066509,2024,3,M,1,1,1,2,0,1.0,0,3204609,Santa Teresa,32,ES,B,B,A,A,4,A,B,A,B,D,B,B,B,A,B,A,A,B,A,B,A,B,A
210062066510,2024,15,F,1,2,1,1,0,,0,2910800,Feira de Santana,29,BA,A,B,A,B,4,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066511,2024,9,M,1,1,1,1,8,,0,5210901,Itapaci,52,GO,B,E,A,D,1,B,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210062066512,2024,4,M,1,3,1,1,2,,0,1600303,Macapá,16,AP,E,E,C,B,3,B,B,A,B,C,A,B,B,A,B,A,A,B,A,B,A,D,A
210062066513,2024,6,F,0,3,1,2,0,,0,1300029,Alvarães,13,AM,A,A,F,F,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
210062066514,2024,12,M,2,1,1,1,0,,0,3170206,Uberlândia,31,MG,C,D,B,B,3,B,E,A,B,C,A,B,B,A,B,A,A,A,A,B,B,C,A
210062066515,2024,11,M,1,3,1,4,0,,0,4314902,Porto Alegre,43,RS,B,E,B,B,1,B,C,A,C,D,A,A,A,A,B,A,A,B,A,B,A,B,A
210062066516,2024,5,M,1,3,1,1,0,,0,2611606,Recife,26,PE,H,D,F,B,4,B,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066517,2024,2,F,1,2,1,3,0,,1,1600303,Macapá,16,AP,E,E,D,D,5,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210062066518,2024,2,F,1,2,1,2,0,1.0,0,2927408,Salvador,29,BA,H,H,F,F,3,A,C,A,A,B,A,B,B,A,B,B,A,C,A,B,B,C,A
210062066519,2024,4,M,1,1,1,2,0,1.0,0,4307708,Esteio,43,RS,H,E,F,D,3,A,B,A,C,D,A,A,B,A,B,B,A,D,A,B,B,D,A
210062066520,2024,3,M,1,3,1,1,0,,0,3101508,Além Paraíba,31,MG,E,E,C,B,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066521,2024,11,F,1,3,3,1,8,,0,3205200,Vila Velha,32,ES,E,G,D,D,7,A,F,A,C,D,B,A,A,B,B,A,B,B,A,B,B,E,D
210062066522,2024,5,F,1,3,1,1,0,,0,5002704,Campo Grande,50,MS,B,B,A,B,6,B,C,A,B,C,A,A,B,A,B,A,A,B,B,B,A,D,A
210062066523,2024,13,M,1,1,1,1,9,,0,3304904,São Gonçalo,33,RJ,C,E,C,D,2,B,G,A,C,C,C,A,B,A,B,A,A,C,A,B,C,C,B
210062066525,2024,6,F,1,2,1,1,2,,0,2807105,Simão Dias,28,SE,D,D,A,A,6,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066526,2024,12,F,1,3,1,1,16,,0,2611606,Recife,26,PE,B,C,D,B,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066527,2024,9,M,2,3,1,1,6,,0,2927408,Salvador,29,BA,F,F,D,D,2,B,C,A,B,C,A,A,B,A,B,B,A,B,A,B,C,C,D
210062066528,2024,3,F,1,1,1,2,0,1.0,0,5300108,Brasília,53,DF,C,C,B,B,2,A,C,A,B,C,B,A,B,A,B,A,B,A,A,A,A,C,A
210062066529,2024,2,F,1,3,1,3,0,,1,3304524,Rio das Ostras,33,RJ,E,G,C,D,3,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,B,D,D
210062066530,2024,3,M,1,3,1,2,0,1.0,0,3530607,Mogi das Cruzes,35,SP,E,G,A,D,3,A,E,A,B,C,B,B,B,A,B,B,B,C,A,B,B,D,D
210062066531,2024,2,F,1,1,1,3,0,,1,3550308,São Paulo,35,SP,E,E,C,B,3,A,D,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,E
210062066532,2024,9,M,1,4,1,1,7,,0,1200401,Rio Branco,12,AC,A,B,A,A,7,A,B,A,B,C,A,A,B,A,B,A,A,B,A,A,A,D,A
210062066533,2024,14,M,2,2,1,1,18,,0,3509502,Campinas,35,SP,B,B,A,A,3,B,C,A,B,C,B,A,B,A,B,A,B,B,A,B,B,B,A
210062066534,2024,5,F,1,3,1,2,0,1.0,0,2205508,José de Freitas,22,PI,H,E,F,F,3,A,B,A,B,D,B,B,B,A,A,A,A,B,A,B,A,D,A
210062066535,2024,3,M,1,1,1,2,0,1.0,0,4304408,Canela,43,RS,B,B,B,B,4,B,B,A,B,D,B,A,B,A,B,A,A,C,A,B,B,D,A
210062066536,2024,9,F,1,1,1,1,5,,0,4315602,Rio Grande,43,RS,B,B,F,B,2,A,A,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A
210062066537,2024,1,M,1,1,1,3,0,,1,2507507,João Pessoa,25,PB,F,E,D,C,3,A,G,A,B,C,B,A,B,A,B,A,B,B,A,B,A,D,D
210062066538,2024,6,F,1,1,1,1,3,,0,4314902,Porto Alegre,43,RS,F,F,D,D,4,B,G,A,D,D,C,A,B,A,B,B,B,B,B,B,D,E,C
210062066539,2024,6,F,1,1,1,1,3,,0,4113700,Londrina,41,PR,E,E,D,B,5,B,D,A,B,D,A,A,B,A,B,B,A,B,B,B,B,D,A
210062066540,2024,3,F,1,1,1,1,1,,0,5300108,Brasília,53,DF,B,C,B,B,4,A,B,A,B,C,B,A,B,A,B,B,A,B,A,B,A,E,A
210062066541,2024,3,M,1,1,1,1,1,,0,1302603,Manaus,13,AM,E,E,B,B,5,A,B,A,B,C,A,B,B,A,B,B,A,B,A,B,B,D,A
210062066542,2024,1,M,1,1,1,3,0,,1,3303302,Niterói,33,RJ,G,G,B,E,3,A,M,A,C,D,B,B,B,B,B,B,B,D,B,B,E,E,A
210062066543,2024,5,M,3,2,1,1,3,,0,2601904,Bezerros,26,PE,B,B,A,B,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,A
210062066544,2024,1,F,1,3,1,3,0,,1,4314902,Porto Alegre,43,RS,E,E,B,B,4,B,B,A,C,D,B,A,B,B,B,B,B,D,B,B,B,E,A
210062066545,2024,4,F,1,1,1,1,1,,0,4316907,Santa Maria,43,RS,H,E,F,B,3,A,C,A,B,C,B,A,B,A,B,B,A,B,B,B,A,D,A
210062066546,2024,12,F,2,3,1,1,16,,0,1600303,Macapá,16,AP,C,E,F,F,4,B,H,A,C,C,B,B,B,A,B,B,B,B,B,B,C,D,A
210062066547,2024,12,F,3,3,1,1,13,,0,2312908,Sobral,23,CE,E,A,A,A,2,B,B,A,B,C,A,B,B,A,A,B,A,C,A,B,A,B,A
210062066548,2024,1,F,1,1,1,3,0,,1,5300108,Brasília,53,DF,G,G,D,D,5,A,L,A,D,D,B,A,B,B,B,B,B,C,B,B,E,E,E
210062066549,2024,9,M,1,3,1,1,7,,0,1302603,Manaus,13,AM,E,G,B,D,4,A,C,A,C,D,A,B,B,A,B,A,A,C,A,B,B,D,A
210062066550,2024,12,M,1,2,1,1,13,,0,4303103,Cachoeirinha,43,RS,C,D,B,B,1,B,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066551,2024,9,F,1,3,1,1,6,,0,5300108,Brasília,53,DF,H,H,F,F,4,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210062066552,2024,19,F,1,1,1,1,18,,0,3304557,Rio de Janeiro,33,RJ,F,E,F,F,2,B,H,D,D,D,A,A,B,A,B,A,A,B,B,B,B,B,A
210062066553,2024,10,M,1,3,1,1,7,,0,2111300,São Luís,21,MA,H,E,C,F,2,B,C,A,B,B,B,A,B,A,B,A,A,B,A,B,B,C,B
210062066554,2024,1,F,1,1,1,3,0,,1,4306403,Dois Irmãos,43,RS,C,C,D,C,2,A,C,A,B,C,B,B,B,B,B,B,B,C,B,B,B,C,A
210062066555,2024,7,F,1,1,1,1,5,,0,4314100,Passo Fundo,43,RS,E,E,B,B,1,B,C,A,B,A,B,A,B,A,A,A,A,B,A,B,B,B,A
210062066556,2024,1,F,1,3,1,3,0,,1,1302603,Manaus,13,AM,E,H,C,B,5,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,B,E,A
210062066557,2024,5,F,1,3,1,1,3,,0,5211909,Jataí,52,GO,B,E,C,B,3,B,B,A,B,C,A,B,B,A,A,A,A,B,A,B,A,C,A
210062066558,2024,15,F,1,3,1,1,0,,0,3503901,Arujá,35,SP,B,B,B,B,2,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,C,A
210062066559,2024,11,M,1,1,1,1,9,,0,3122306,Divinópolis,31,MG,G,F,E,D,3,A,Q,B,D,D,D,B,B,B,B,B,B,D,A,B,D,D,B
210062066560,2024,5,M,1,1,1,1,3,,0,5002704,Campo Grande,50,MS,C,B,F,F,3,B,C,A,C,C,B,A,B,A,B,B,A,C,A,B,C,B,A
210062066561,2024,1,F,1,1,1,3,0,,1,5102702,Canarana,51,MT,F,G,D,D,3,A,H,A,C,D,C,A,B,B,B,A,B,B,B,B,D,D,A
210062066562,2024,7,M,1,3,1,2,0,1.0,0,2910701,Euclides da Cunha,29,BA,C,B,C,B,5,B,C,A,C,D,A,B,B,A,B,B,A,B,A,B,A,E,A
210062066563,2024,4,F,1,1,1,1,1,,0,3159605,Santa Rita do Sapucaí,31,MG,C,C,E,F,3,A,C,A,C,D,B,A,B,A,B,B,A,C,B,B,B,E,A
210062066564,2024,6,F,1,2,1,1,3,,0,2927408,Salvador,29,BA,A,F,C,D,3,B,B,A,B,D,B,A,B,A,B,B,B,B,B,B,C,C,B
